"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2021"
"8914 Frieslandhal";23;25;27;27;29;32;35;35;34;36;36;36
"8915 Nieuw-west";8;9;9;12;13;13;13;13;14;14;16;16
"8916 Oud-west-W";14;14;13;13;13;13;14;15;14;14;14;14
"8917 Oud-west-O";16;16;16;15;15;16;16;16;18;19;19;19
"8918 Bilgaard";7;7;7;7;8;8;7;7;8;9;9;9
"8919 Magere Weide";7;7;7;8;8;8;8;10;10;8;9;9
"8921 Oud-oost-O";16;16;18;18;19;19;20;18;19;21;21;22
"8922 Oud-oost-N";9;9;9;9;9;10;11;12;12;13;12;13
"8923 Vrijheidswijk";6;6;6;6;7;7;7;7;7;7;7;7
"8924 Heechterp/Schieringen";5;6;6;6;6;6;6;7;6;6;6;6
"8925 Camminghaburen-C/Z";15;15;18;18;18;18;22;25;28;28;31;32
"8926 Nieuw-oost-NO";11;12;12;14;15;15;15;16;16;16;16;19
"8927 Leeuwarden";14;15;16;18;20;20;20;18;18;19;18;18
"8931 Nijlan";6;6;6;6;6;6;6;6;6;6;6;5
"8932 Huizum";12;12;13;14;13;15;15;14;15;14;14;14
"8933 Oud-oost-Z";8;9;10;9;10;10;10;10;10;8;7;7
"8934 Huizum-Dorp/Bornia";6;6;6;5;6;6;7;8;8;9;10;10
"8935 Aldlan/Rapenburg";20;20;21;24;25;27;29;26;26;27;27;28
"8936 Wielenpolle";3;3;3;3;3;3;3;3;4;5;4;4
"8937 Schepenbuurt";"";0;0;0;0;0;0;0;0;0;0;0
"8938 Hemrik";39;39;40;39;41;43;49;46;46;46;43;40
"8939 Leeuwarden";50;52;54;55;57;59;59;61;60;62;61;59
"8941 Leeuwarden";21;22;23;24;28;30;32;35;35;38;38;38
"9001 Grou";26;28;29;33;35;35;36;36;37;39;39;38
"9003 Warten";6;6;6;6;7;7;7;7;7;7;7;7
"9004 Warstiens";1;1;1;1;1;1;1;1;1;1;1;1
"9005 Wergea";5;5;6;6;7;8;8;9;9;9;9;9
"9006 Eagum";1;1;1;1;1;1;1;1;1;1;1;1
"9007 Idaerd";0;0;0;0;0;0;0;0;0;0;0;0
"9008 Reduzum";6;6;7;7;7;8;8;8;7;7;7;7
"9009 Friens";1;1;1;1;1;1;1;1;1;1;1;1
"9011 Jirnsum";2;3;3;4;4;4;4;4;5;5;7;6
"9012 Raerd";4;5;5;5;5;5;5;5;6;6;6;6
"9013 Poppenwier";0;0;1;1;1;1;1;1;1;1;1;1
"9014 Tersoal";1;1;1;1;2;2;2;2;2;2;2;2
"9021 Easterwierrum";1;1;1;1;1;1;2;2;2;2;2;2
"9022 Mantgum";5;5;5;5;6;6;7;7;7;8;8;8
"9023 Jorwert";2;2;2;2;2;2;2;2;2;2;2;2
"9024 Weidum";2;2;2;2;2;2;2;2;2;2;2;2
"9025 Bears";2;2;2;2;3;3;3;3;3;3;3;3
"9026 Jellum";1;1;1;1;1;1;1;1;1;1;1;1
"9027 Hilaard";4;4;4;4;4;4;3;3;3;3;3;3
"9031 Boksum";2;2;2;2;2;2;2;2;2;3;3;3
"9032 Blessum";"";"";"";"";"";"";"";"";"";"";0;0
"9033 Deinum";8;8;8;9;8;8;8;8;8;9;9;9
"9034 Marsum";2;2;3;3;3;5;6;6;6;7;7;8
"9035 Dronryp";11;11;11;15;16;17;18;16;15;16;16;18
"9036 Menaam";16;17;17;19;19;23;23;23;23;23;24;24
"9037 Slappeterp";1;1;1;1;1;1;1;1;1;1;1;1
"9038 Ingelum";3;3;3;3;3;3;3;3;3;3;3;3
"9041 Berltsum";6;6;6;6;8;8;8;7;7;8;8;9
"9043 Wier";0;0;1;1;1;1;1;1;1;1;1;1
"9044 Bitgum";1;1;1;1;1;2;2;2;3;4;5;4
"9045 Bitgummole";3;4;4;4;5;5;5;5;5;5;5;6
"9047 Minnertsga";6;7;7;7;6;6;6;7;7;7;7;7
"9051 Stiens";32;33;33;35;36;41;44;45;45;43;44;44
"9053 Feinsum";1;1;1;1;1;1;1;1;1;1;1;1
"9054 Hijum";0;1;1;1;1;1;1;1;1;1;1;1
"9055 Britsum";4;5;7;8;9;9;10;10;9;9;9;9
"9056 Koarnjum";0;0;1;1;2;2;2;2;3;3;3;3
"9057 Jelsum";1;1;1;1;1;1;1;0;1;1;1;1
"9061 Gytsjerk";10;10;12;12;13;13;13;11;12;14;15;15
"9062 Oentsjerk";6;7;8;9;10;10;10;9;9;9;10;10
"9063 Mûnein";0;0;0;0;1;1;2;3;4;4;4;3
"9064 Aldtsjerk";3;4;5;5;5;5;5;5;5;5;6;7
"9067 Readtsjerk";1;2;2;2;3;3;3;3;3;3;2;2
"9071 Alde Leie";2;2;2;2;2;2;2;3;3;2;2;2
"9072 Nij Altoenae";2;2;2;2;2;2;1;1;1;1;1;1
"9073 Marrum";3;3;3;3;3;3;3;3;3;3;3;3
"9074 Hallum";17;19;19;20;20;21;20;19;19;19;19;20
"9075 Westhoek";1;1;1;1;1;1;2;2;2;2;2;2
"9076 St.-Annaparochie";20;21;19;19;20;19;18;18;18;19;19;20
"9077 Vrouwenparochie";1;1;1;2;2;2;2;2;2;3;3;3
"9078 Oudebildtzijl";3;3;3;3;3;4;5;5;5;5;5;6
"9079 St.-Jacobiparochie";6;6;6;6;6;6;6;6;6;6;6;6
"9081 Lekkum";3;3;3;3;3;3;3;3;3;3;3;3
"9082 Miedum";1;1;1;1;1;1;1;1;1;1;1;1
"9083 Snakkerburen";1;1;1;1;1;2;2;2;2;2;2;2
"9084 Goutum";16;18;19;22;20;22;22;23;24;24;26;27
"9085 Teerns";"";"";"";"";"";"";"";"";"";"";"";""
"9086 Hempens";5;5;5;6;6;6;6;6;6;7;7;7
"9087 Swichum";0;0;0;0;0;0;0;0;0;0;0;0
"9088 Wirdum";4;4;5;7;7;7;7;8;8;7;7;7
"9089 Wytgaard";1;2;2;2;2;2;2;2;2;2;2;1
"9091 Wyns";1;1;1;1;1;1;1;1;1;2;2;2
"9101 Dokkum";44;45;45;46;48;47;49;51;53;56;56;57
"9102 Dokkum Weeshuislanden";3;3;3;3;2;2;3;3;4;4;4;4
"9103 Dokkum Jantjeszeepolder";21;24;24;24;26;26;27;28;28;27;28;29
"9104 Damwâld";21;23;23;24;23;23;24;24;23;23;23;25
"9105 Rinsumageest";4;4;5;6;6;6;6;6;6;6;6;6
"9106 Sibrandahûs";"";"";"";"";"";"";"";1;1;1;1;1
"9107 Janum";"";"";"";"";"";"";"";1;1;1;1;1
"9108 Broeksterwâld";0;0;1;1;1;1;1;1;2;2;2;2
"9109 De Falom";4;5;5;7;6;6;6;5;5;5;5;5
"9111 Birdaard";2;2;4;3;3;3;3;3;3;3;3;4
"9112 Vrsp hzn Birdaard";1;1;1;1;2;2;2;1;1;2;2;2
"9113 Wâlterswâld";4;6;6;6;6;6;6;5;5;5;5;5
"9114 Driezum";4;4;4;4;4;4;4;4;4;4;4;4
"9121 Aalsum";"";"";"";"";"";"";"";"";"";"";"";""
"9122 Wetsens";1;1;1;1;1;1;1;1;1;1;1;1
"9123 Metslawier";2;2;2;2;4;4;4;3;3;3;3;3
"9124 Jouswier";0;0;0;0;0;0;0;0;0;0;0;0
"9125 Oostrum";0;0;0;0;0;0;0;0;0;0;0;0
"9131 Ee";2;2;3;3;3;3;3;3;3;3;3;3
"9132 Engwierum";2;2;2;2;2;2;2;2;2;3;4;4
"9133 Anjum";3;3;3;4;4;4;4;5;5;5;6;6
"9134 Lioessens";3;3;3;3;3;3;3;3;3;3;3;3
"9135 Morra";0;0;1;2;3;3;3;3;3;3;3;3
"9136 Paesens";0;0;0;0;0;0;0;0;0;0;0;0
"9137 Oosternijkerk";5;5;6;5;5;5;5;5;5;5;5;5
"9138 Niawier";1;1;1;1;0;0;0;0;0;0;0;0
"9141 Wierum";2;2;2;2;2;2;2;2;2;2;2;1
"9142 Moddergat";0;0;0;0;0;0;1;1;1;1;1;1
"9143 Nes";0;0;0;0;0;0;0;0;0;0;0;0
"9144 Hantumhuizen";0;0;0;0;0;0;0;0;0;0;0;0
"9145 Ternaard";2;2;2;2;2;2;2;2;2;2;2;2
"9146 Hantumeruitburen";"";"";"";1;1;1;1;"";"";"";"";""
"9147 Hantum";1;1;1;1;1;1;1;1;1;1;1;1
"9148 Hiaure";2;2;2;2;2;2;2;2;2;2;2;2
"9151 Holwerd";2;2;2;3;3;3;3;4;4;5;5;5
"9152 Waaxens";"";"";"";"";"";"";"";"";"";"";"";""
"9153 Brantgum";1;1;1;1;1;1;1;1;1;1;1;1
"9154 Foudgum";"";"";"";"";"";"";"";"";"";"";"";""
"9155 Raard";0;0;0;0;0;0;0;0;0;0;0;0
"9156 Bornwird";0;0;0;0;0;0;0;0;0;0;0;0
"9161 Hollum";2;3;5;5;6;6;7;7;7;7;7;8
"9162 Ballum";2;2;2;2;2;2;2;2;3;3;3;3
"9163 Nes";14;14;14;14;15;16;16;16;16;16;17;17
"9164 Buren";7;7;8;9;10;11;11;12;12;12;12;12
"9166 Schiermonnikoog";2;2;2;2;2;2;2;2;2;2;2;2
"9171 Blije";0;0;0;0;0;0;0;0;0;0;0;0
"9172 Ferwert";2;4;4;4;4;5;6;6;7;6;6;6
"9173 Hegebeintum";1;1;1;1;1;1;1;1;1;1;1;1
"9174 Ginnum";0;0;0;0;0;0;0;0;0;0;0;0
"9175 Reitsum";1;1;1;1;1;1;1;1;1;1;1;1
"9176 Lichtaard";"";"";"";"";"";"";"";"";"";"";"";""
"9177 Jislum";"";"";"";"";"";"";"";"";"";"";"";""
"9178 Wânswert";1;1;2;2;2;2;2;2;2;2;2;2
"9201 Noord-O/De Swetten";198;194;196;198;199;217;215;217;216;226;223;211
"9202 De Wiken/De Venen";13;14;15;17;18;21;23;20;21;23;24;25
"9203 Centrum/Singels/Bouwen";27;27;30;30;33;33;36;41;40;37;39;39
"9204 De Drait";39;37;40;40;42;43;48;47;47;49;51;55
"9205 De Trisken";26;29;29;29;29;29;29;29;29;31;32;34
"9206 De Haven";11;11;10;11;10;11;10;10;11;12;13;14
"9207 De Folgeren";53;50;48;47;42;49;47;51;48;47;49;53
"9211 Kortehemmen";4;4;4;4;4;4;4;4;4;4;4;4
"9212 Boornbergum";10;9;9;10;10;10;10;11;11;11;12;12
"9213 De Wilgen";15;15;15;15;15;16;17;19;18;20;20;20
"9214 Smalle Ee";1;1;1;1;1;1;1;1;1;1;1;1
"9215 De Veenhoop";1;1;1;1;1;1;1;1;1;1;1;1
"9216 Oudega";7;9;10;10;11;12;12;11;11;12;13;13
"9217 Nijega";0;0;0;0;0;0;0;0;0;0;0;0
"9218 Opeinde";9;9;11;11;11;11;11;11;12;13;13;12
"9219 De Tike";1;1;1;1;1;1;1;1;2;3;3;3
"9221 Rottevalle";7;7;7;7;8;8;8;8;8;9;9;9
"9222 Drachtstercompagnie";1;2;2;2;2;2;2;3;3;4;4;4
"9223 Houtigehage";3;3;3;4;5;5;5;6;6;6;6;6
"9231 Surhuisterveen";20;21;21;21;22;24;27;27;27;26;25;25
"9233 Boelenslaan";6;6;6;6;6;6;6;6;7;7;7;6
"9241 Wijnjewoude";9;9;9;9;9;9;9;9;9;9;10;11
"9243 Bakkeveen";13;14;15;15;15;15;16;17;18;19;19;19
"9244 Beetsterzwaag";23;24;24;26;27;28;28;26;27;29;29;29
"9245 Nij Beets";7;7;7;7;7;7;7;7;7;8;8;8
"9246 Olterterp";0;0;0;0;0;0;0;0;0;0;0;0
"9247 Ureterp";13;13;15;16;17;18;20;20;23;25;27;27
"9248 Siegerswoude";5;5;6;7;7;7;7;7;7;7;7;7
"9249 Frieschepalen";4;5;5;6;6;6;6;6;5;5;6;6
"9251 Burgum";35;36;38;42;45;48;49;48;51;53;57;56
"9254 Hardegaryp";21;21;21;22;22;24;24;25;25;26;26;26
"9255 Tytsjerk";5;6;6;7;7;8;7;6;7;6;8;9
"9256 Rypsjerk";2;2;4;5;5;5;5;5;4;4;4;4
"9257 Noordburgum";7;7;7;7;9;10;10;10;12;13;13;14
"9258 Jistrum";1;1;2;2;2;2;2;2;2;2;2;2
"9261 Eastermar";6;6;6;6;8;9;11;11;14;14;13;13
"9262 Sumar";5;5;5;5;5;4;4;4;4;4;4;4
"9263 Garyp";14;14;16;16;16;16;18;18;18;18;18;17
"9264 Earnewâld";4;4;4;4;3;3;3;3;3;3;4;4
"9265 Suwald";1;2;2;2;2;2;2;2;2;2;3;4
"9269 Feanwâlden";10;10;12;12;12;12;11;10;10;10;11;10
"9271 De Westereen";14;15;16;16;17;18;18;17;18;19;19;22
"9281 Harkema";6;8;8;9;10;14;15;15;17;17;20;20
"9283 Surhuizum";2;2;2;3;3;3;2;2;2;2;2;2
"9284 Augustinusga";4;4;4;4;5;5;5;5;5;5;5;5
"9285 Buitenpost";22;23;26;27;28;28;27;26;29;30;30;32
"9286 Twijzel";7;7;7;8;8;8;8;8;8;8;8;8
"9287 Twijzelerheide";3;4;4;4;4;4;4;4;5;5;5;5
"9288 Kootstertille";2;2;2;2;4;4;4;4;6;7;7;7
"9289 Drogeham";8;8;8;8;8;8;8;7;7;7;7;7
"9291 Kollum";14;14;14;14;14;18;18;20;19;18;18;18
"9292 Augsbuurt";1;1;1;1;1;1;1;1;1;1;1;1
"9293 Kollumerpomp";2;2;2;2;2;2;2;2;2;1;1;1
"9294 Oudwoude";2;2;2;2;2;2;2;2;2;2;2;2
"9295 Westergeest";4;4;5;5;5;5;6;6;6;6;6;7
"9296 Triemen";2;2;2;2;2;2;2;2;2;2;2;2
"9297 Veenklooster";0;0;0;0;0;0;0;0;0;0;0;0
"9298 Kollumerzwaag";10;10;10;10;10;10;10;10;10;10;10;10
"9299 Zwagerbosch";1;1;1;1;1;2;2;2;2;2;2;2
"9301 Roden";59;59;62;67;69;69;70;73;75;77;77;77
"9302 Vijfde Verloting";17;16;17;18;18;21;23;25;27;29;28;28
"9304 Lieveren";7;7;8;8;8;8;8;7;7;7;7;9
"9305 Roderesch";2;2;2;2;2;2;2;2;2;2;2;2
"9306 Alteveer";1;1;2;2;2;2;2;1;1;1;1;1
"9307 Steenbergen";3;3;3;3;3;3;3;3;2;2;2;2
"9311 Nieuw-Roden";8;9;10;10;10;10;10;9;10;10;12;13
"9312 Nietap";3;3;3;3;6;6;6;7;8;8;8;8
"9313 Leutingewolde";"";"";0;0;0;1;1;0;0;0;0;0
"9314 Foxwolde";3;3;3;4;4;4;4;5;5;5;5;5
"9315 Roderwolde";5;5;5;6;6;6;6;6;6;6;6;6
"9321 Peize";29;30;32;33;36;38;38;40;41;42;43;45
"9331 Norg";19;22;25;25;28;29;29;32;32;34;34;33
"9333 Langelo";2;2;2;2;2;2;2;2;2;1;1;1
"9334 Peest";2;2;2;2;2;2;3;4;4;4;4;4
"9335 Zuidvelde";1;1;1;1;1;1;1;1;1;1;1;1
"9336 Huis ter Heide";1;1;1;1;1;1;1;1;1;1;1;1
"9337 Westervelde";3;3;3;3;3;3;3;3;3;3;3;3
"9341 Veenhuizen";4;4;4;5;5;5;5;5;5;6;6;6
"9342 Een";7;9;9;9;9;9;8;8;8;8;8;8
"9343 Een-W";2;2;2;2;2;2;2;2;2;2;2;2
"9351 Leek";44;45;50;56;55;58;63;66;72;77;80;81
"9354 Zevenhuizen";12;13;12;16;16;16;17;17;17;17;18;20
"9355 Midwolde";3;3;3;3;3;3;4;4;5;5;5;5
"9356 Tolbert";23;24;26;28;28;29;29;31;32;32;32;34
"9359 Buitengebied tzv Leek";0;0;0;0;0;0;0;0;0;0;0;0
"9361 Buitengebied Marum";0;0;0;0;0;0;0;0;0;0;0;0
"9362 Boerakker";0;0;0;0;0;0;0;0;0;0;0;0
"9363 Marum";36;38;41;44;46;47;46;49;50;49;50;51
"9364 Nuis";6;6;6;8;8;8;9;9;9;9;9;11
"9365 Niebert";4;4;4;4;3;3;3;3;4;4;5;5
"9366 Jonkersvaart";3;3;1;1;1;1;1;1;1;1;1;1
"9367 De Wilp";9;11;10;9;11;12;13;13;13;13;13;13
"9401 Binnenstad";27;31;33;35;35;36;35;34;37;36;38;40
"9402 West";15;15;17;18;19;21;21;21;22;24;26;26
"9403 Noordoost";67;73;75;81;88;94;94;97;103;107;105;109
"9404 Oost";22;23;24;25;27;28;27;30;29;29;28;27
"9405 Zuid";33;37;40;40;40;40;44;46;47;45;46;50
"9406 Noordwest";20;20;22;22;25;25;25;25;26;26;27;28
"9407 Peelo";10;13;14;16;19;19;20;20;21;21;23;26
"9408 Assen";45;48;51;52;54;56;61;66;67;67;69;71
"9409 Loon";1;1;1;1;1;1;1;1;1;1;2;3
"9411 Beilen";42;42;43;45;48;52;52;57;58;62;65;69
"9412 Beilen";10;11;12;12;12;12;12;11;11;10;10;11
"9413 Beilen";12;12;12;12;13;13;13;13;13;13;13;15
"9414 Hooghalen";4;4;5;5;5;6;6;6;6;6;7;7
"9415 Hijken";7;7;7;7;7;7;7;7;9;9;9;9
"9416 Oranje";3;3;3;3;3;3;3;3;3;3;3;3
"9417 Spier";3;3;3;3;3;3;3;3;3;3;3;3
"9418 Wijster";7;7;8;8;8;9;9;9;10;10;10;10
"9419 Drijber";0;0;0;0;0;0;0;0;0;0;0;0
"9421 Bovensmilde";14;14;15;16;18;17;19;20;21;20;21;21
"9422 Smilde";16;17;18;20;20;22;23;25;26;26;27;29
"9423 Hoogersmilde";2;2;2;4;4;4;4;4;4;4;4;3
"9431 Westerbork";16;17;21;22;24;26;26;27;29;34;36;37
"9432 Zuidveld";1;1;1;1;1;1;1;1;1;1;1;1
"9433 Zwiggelte";4;5;5;5;6;6;6;7;7;9;9;9
"9434 Eursinge";3;4;4;4;5;5;6;6;6;6;6;6
"9435 Bruntinge";"";"";"";"";"";1;1;1;1;1;1;1
"9436 Mantinge";1;1;1;1;2;2;2;2;2;2;2;2
"9437 Balinge";0;0;0;0;0;0;0;0;1;1;1;1
"9438 Garminge";0;0;0;0;0;0;0;0;0;0;0;0
"9439 Witteveen";1;1;1;1;1;2;2;2;2;2;2;2
"9441 Orvelte";4;4;4;4;4;4;4;5;5;5;5;5
"9442 Elp";1;1;1;1;1;1;1;1;1;2;2;2
"9443 Schoonloo";1;1;1;1;1;1;1;1;1;1;1;1
"9444 Grolloo";5;5;5;5;5;5;5;8;8;8;8;8
"9445 Vredenheim";"";"";"";"";"";"";"";"";"";"";"";""
"9446 Amen";2;2;3;3;3;3;3;3;3;3;3;4
"9447 Papenvoort";"";"";"";"";"";"";"";"";"";"";"";""
"9448 Marwijksoord";0;0;0;0;0;0;0;0;2;2;2;2
"9449 Nooitgedacht";0;0;0;0;0;1;1;2;2;2;2;2
"9451 Rolde";10;11;11;11;11;11;11;11;11;11;13;12
"9452 Nijlande";1;1;1;1;1;1;1;1;1;1;1;1
"9453 Eldersloo";0;0;0;0;0;0;0;0;0;0;0;0
"9454 Ekehaar";4;4;4;4;6;6;6;6;6;5;5;5
"9455 Geelbroek";"";"";"";"";"";"";"";"";"";"";"";""
"9456 Eleveld";"";"";"";"";"";"";"";"";"";"";"";""
"9457 Deurze";1;2;2;2;2;2;2;2;2;2;2;2
"9458 Balloo";2;2;2;2;2;2;2;2;2;3;3;3
"9459 Balloerveld";"";"";"";"";"";"";"";"";"";"";"";""
"9461 Gieten";29;28;32;33;36;36;36;36;37;38;45;47
"9462 Gasselte";15;15;17;17;18;19;22;23;22;23;24;26
"9463 Eext";8;8;8;8;8;9;10;10;10;10;10;11
"9464 Eexterzandvoort";1;1;1;1;1;1;1;1;1;1;1;1
"9465 Anderen";3;3;3;3;3;4;4;4;4;4;4;4
"9466 Gasteren";0;0;1;1;1;1;1;3;3;4;4;4
"9467 Anloo";6;7;7;7;7;7;7;7;7;7;7;7
"9468 Annen";15;19;19;18;18;19;20;22;24;24;24;23
"9469 Schipborg";8;8;8;9;10;10;10;9;9;9;10;11
"9471 Zuidlaren";57;58;59;61;63;69;72;72;75;74;76;77
"9472 Schuilingsoord";18;20;23;24;26;29;29;29;30;31;31;31
"9473 De Groeve";4;4;4;4;5;5;6;6;6;8;8;9
"9474 Zuidlaarderveen";2;2;2;2;2;2;2;2;2;2;2;2
"9475 Midlaren";8;8;8;8;8;8;9;10;11;11;10;10
"9479 Noordlaren";10;10;10;11;11;12;11;11;11;11;11;11
"9481 Vries";23;26;28;31;31;32;33;34;36;38;38;39
"9482 Tynaarlo";25;26;27;28;28;28;27;27;27;31;31;29
"9483 Zeegse";6;7;7;8;8;8;8;7;7;7;7;7
"9484 Oudemolen";0;0;0;0;0;0;0;0;0;0;0;0
"9485 Taarlo";1;1;1;1;1;1;1;1;1;1;1;1
"9486 Rhee";3;3;3;3;3;3;3;3;3;3;3;3
"9487 Ter Aard";0;0;0;0;0;0;0;0;0;0;0;0
"9488 Zeijerveld";1;1;1;1;1;1;1;1;1;1;1;1
"9489 Zeijerveen";1;1;1;1;2;2;2;2;2;2;2;2
"9491 Zeijen";8;7;8;8;9;9;10;10;10;12;14;14
"9492 Ubbena";0;0;0;0;0;0;0;0;0;0;0;0
"9493 De Punt";1;1;1;1;2;1;1;3;3;3;3;3
"9494 Yde";3;3;3;3;4;4;5;6;6;7;7;8
"9495 Winde";4;4;4;4;4;4;4;4;4;4;4;4
"9496 Bunne";1;1;1;1;1;1;1;1;1;1;1;1
"9497 Donderen";6;7;8;8;8;7;7;7;7;7;7;7
"9501 Centrum/Ter Maarsch 1,2/Noord";33;35;40;42;43;44;45;46;47;47;48;48
"9502 Ter Maarsch 3,4,5";30;31;33;35;37;38;38;52;54;57;57;56
"9503 Parkwijk/Industriegebied";26;27;31;31;32;35;36;36;32;32;32;32
"9511 Gieterveen";0;0;0;0;0;0;1;1;2;2;2;2
"9512 Nieuwediep";2;2;1;1;1;1;1;1;1;1;1;1
"9514 Gasselternijveen";5;5;6;6;7;7;8;8;8;8;9;9
"9515 Gasselternijveenschemond";4;4;4;5;5;5;5;5;5;6;6;6
"9521 Nieuw-Buinen";42;40;43;43;41;42;40;24;24;25;22;22
"9523 Drouwenermond";1;1;1;1;1;1;1;1;1;1;1;1
"9524 Buinerveen";2;2;2;4;4;5;5;6;6;6;6;6
"9525 Drouwenerveen";"";"";"";"";"";1;1;1;1;1;1;1
"9526 Bronnegerveen";0;0;1;1;1;1;1;1;1;1;1;1
"9527 Bronneger";2;2;3;3;3;3;3;3;3;2;2;2
"9528 Buinen";7;8;8;9;9;9;8;8;9;9;9;9
"9531 Borger";21;22;26;26;28;29;28;26;29;31;32;32
"9533 Drouwen";7;10;10;11;12;13;14;16;17;15;14;15
"9534 Westdorp";1;1;1;1;1;1;1;1;1;1;1;1
"9535 Ellertshaar";2;2;2;2;2;2;2;1;1;2;2;2
"9536 Ees";0;0;0;0;0;0;0;0;0;0;0;0
"9537 Eesergroen";4;4;4;4;4;4;4;4;4;4;4;4
"9541 Vlagtwedde";12;12;14;14;16;16;18;18;18;19;20;20
"9545 Bourtange";3;3;3;3;3;3;3;3;3;3;3;3
"9551 Sellingen";9;9;10;12;13;13;13;15;17;17;17;17
"9561 Ter Apel";28;34;36;41;44;44;43;46;48;50;50;50
"9563 Ter Apelkanaal";2;2;2;3;3;4;4;4;5;7;6;7
"9564 Zandberg";1;1;1;1;1;1;1;1;1;1;1;1
"9566 Veelerveen";2;2;2;2;2;2;2;2;3;3;3;3
"9571 Tweede Exloermond";12;12;13;15;15;16;16;17;19;21;23;23
"9573 Eerste Exloermond";0;0;0;0;0;0;1;1;1;1;1;1
"9574 Exloerveen";1;1;1;1;1;1;1;0;0;0;0;0
"9581 Musselkanaal";23;24;25;27;29;28;31;31;32;33;35;34
"9584 Mussel";4;4;4;4;6;6;6;6;6;6;7;7
"9585 Vledderveen";0;0;2;2;2;3;3;4;5;5;5;5
"9591 Onstwedde";9;10;11;11;11;12;12;13;11;12;12;12
"9601 Hoogezand-N";17;18;18;20;23;24;25;25;25;23;24;25
"9602 Hoogezand-Z";18;19;22;25;26;27;28;27;29;29;29;28
"9603 Zuiderpark/Dreven/Kalkwijk";14;15;17;19;19;23;23;23;23;24;25;25
"9605 Windeweer/Nwe Compagnie/Kiel";9;9;9;9;10;10;10;9;8;8;8;8
"9606 Kropswolde/Wolfsbarge/Meerwijck";29;30;32;34;37;37;38;39;38;41;40;40
"9607 Foxhol";5;5;5;6;6;6;7;6;6;6;6;6
"9608 Westerbroek";4;4;4;4;4;4;4;4;5;5;6;8
"9609 Waterhuizen";"";"";"";"";"";"";"";"";"";"";"";""
"9611 Sappemeer";24;26;31;30;34;35;37;37;38;38;40;43
"9613 Meerstad";32;33;35;35;37;38;39;40;39;42;44;44
"9614 Harkstede GN";2;2;2;2;2;3;3;2;2;1;1;1
"9615 Kolham";7;7;8;8;8;8;8;9;10;10;10;9
"9616 Scharmer";4;4;5;5;5;5;5;6;6;6;7;7
"9617 Harkstede";19;20;20;25;25;28;29;31;33;32;36;36
"9618 Woudbloem";0;0;0;0;0;0;0;0;0;0;0;0
"9619 Froombosch";3;3;3;5;5;5;7;7;6;7;7;7
"9621 Slochteren";9;9;10;11;14;14;14;14;13;13;14;14
"9622 Lageland GN";0;0;0;0;0;0;0;0;0;0;0;0
"9623 Lageland";1;1;1;1;1;1;1;1;1;1;1;1
"9624 Luddeweer";"";"";"";1;1;1;1;1;1;1;1;1
"9625 Overschild";1;1;1;1;2;2;2;3;3;3;3;3
"9626 Schildwolde";4;5;5;5;6;7;8;9;10;11;12;12
"9627 Hellum";5;6;8;8;8;8;8;8;8;9;9;10
"9628 Siddeburen";9;9;10;12;13;14;15;15;15;15;15;15
"9629 Steendam";0;0;0;1;1;1;1;1;1;2;2;2
"9631 Borgercompagnie (Veendam)";4;4;4;3;3;3;3;3;3;3;3;3
"9632 Borgercompagnie (Menterwolde)";0;0;0;0;0;0;0;0;0;0;0;0
"9633 Tripscompagnie";1;1;1;1;1;1;1;1;1;1;1;1
"9635 Noordbroek";0;0;0;0;0;1;3;3;4;4;6;6
"9636 Zuidbroek";17;18;18;18;19;20;19;21;20;18;19;18
"9641 Kern";29;29;32;34;35;39;41;42;42;42;40;39
"9642 Sorghvliet";16;17;18;19;21;24;27;25;26;28;30;30
"9644 Buitengebied";9;11;12;11;12;12;13;13;13;13;13;14
"9645 Oude Ae/Middenweg";6;6;8;7;8;10;10;11;13;14;14;14
"9646 Buitenwoel";8;8;9;12;12;12;12;12;13;14;16;16
"9648 Wildervank";32;33;35;36;39;41;42;42;42;46;49;48
"9649 Muntendam";15;15;15;16;16;16;17;15;15;16;17;19
"9651 Meeden";6;6;6;6;6;6;6;5;5;6;7;7
"9654 Annerveenschekanaal";0;0;0;0;0;0;0;0;0;0;0;1
"9655 Oud-Annerveen";2;2;2;2;2;2;2;2;2;2;2;2
"9656 Spijkerboor";1;1;1;1;1;1;1;1;1;1;1;2
