"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2020"
"6043 Donderberg/Hoogvonderen";8;7;7;7;9;10;12;12;11;12;11;10
"6044 Componisten-/Vliegeniersbrt";1;2;2;2;2;2;2;3;5;5;4;5
"6045 Zuid";26;28;28;27;27;26;24;24;25;24;25;25
"6049 Herten";35;36;37;39;40;41;40;43;46;47;49;53
"6051 Maasbracht";21;22;22;23;23;24;24;25;24;24;26;27
"6061 Posterholt";4;4;5;5;5;6;6;6;6;6;6;6
"6063 Vlodrop";5;4;4;4;5;5;9;9;9;9;10;10
"6065 Montfort";7;7;7;7;7;7;8;8;8;8;9;10
"6067 Linne";5;5;7;7;7;7;8;8;9;11;11;12
"6071 Swalmen";25;25;25;25;26;27;30;29;29;30;31;32
"6074 Melick";7;9;9;9;9;10;10;10;10;10;10;10
"6075 Herkenbosch";9;9;9;9;8;8;9;11;12;13;13;12
"6077 St Odilienberg";8;8;8;8;8;8;8;8;8;8;8;10
"6081 Haelen";11;10;11;11;10;10;9;8;8;10;11;11
"6082 Buggenum";0;0;0;0;0;0;0;0;0;0;0;0
"6083 Nunhem";2;2;2;2;2;2;2;2;2;2;2;2
"6085 Horn";17;16;16;17;17;18;18;18;19;19;20;20
"6086 Neer";9;9;10;10;10;10;10;11;12;12;11;12
"6088 Roggel";12;13;12;12;12;14;15;15;16;17;17;19
"6089 Heibloem";4;4;4;4;4;4;5;5;5;5;6;6
"6091 Leveroy";2;2;2;2;2;2;2;2;2;2;2;2
"6092 Maxet-aan het Klooster";0;0;0;0;1;1;1;1;1;1;1;2
"6093 Heythuysen";21;23;22;22;22;23;24;26;26;28;29;30
"6095 Baexem";8;8;9;9;9;11;11;11;11;11;12;13
"6096 Grathem";6;7;7;7;7;7;6;6;6;6;7;7
"6097 Heel";23;22;22;22;22;22;23;23;22;22;22;24
"6099 Beegden";6;6;6;6;6;6;5;5;6;6;6;6
"6101 Echt";38;39;42;42;42;43;45;48;51;55;56;57
"6102 Peij";7;8;8;8;9;10;10;10;11;11;11;13
"6104 Koningsbosch";7;7;9;9;9;9;9;9;9;8;9;9
"6105 Maria Hoop";6;6;6;7;7;7;7;7;7;7;7;7
"6107 Stevensweert";3;3;3;3;3;3;3;3;2;3;3;3
"6109 Ohe en Laak";0;0;0;0;0;0;0;0;0;0;0;0
"6111 Sint Joost";2;2;2;2;2;2;2;2;2;2;2;2
"6112 Peij";0;1;1;1;1;1;1;1;1;2;2;2
"6114 Susteren";10;11;11;11;11;11;12;13;13;15;16;17
"6116 Roosteren";3;3;3;3;3;3;3;3;3;3;3;3
"6118 Nieuwstadt";10;11;12;14;14;14;13;13;13;13;14;14
"6121 Born";17;18;17;18;20;20;22;21;20;19;20;22
"6122 Buchten";1;1;2;2;3;4;5;5;6;6;6;6
"6123 Holtum";2;2;2;2;2;2;2;2;2;2;2;1
"6124 Papenhoven";1;1;1;1;1;1;1;1;1;1;1;1
"6125 Obbicht";6;6;6;6;7;8;8;9;10;10;10;11
"6127 Grevenbicht";5;5;5;6;6;6;6;6;6;6;6;7
"6129 Urmond";17;17;18;18;18;18;18;19;18;20;21;22
"6131 Sittard-C";8;8;8;8;9;9;11;11;11;12;12;11
"6132 Kollenberg/Kemperkoul";26;26;26;26;26;26;27;29;29;29;29;31
"6133 Ophoven";15;14;14;14;14;14;14;14;14;15;16;17
"6134 Sanderbout";3;3;3;3;3;4;4;5;5;5;5;5
"6135 West";255;255;246;237;232;227;204;203;197;179;164;127
"6136 Noord";29;29;29;29;29;28;27;28;28;29;26;26
"6137 Stadbroek/Vrangendael/Broeksittard";7;7;8;7;7;8;9;9;9;9;11;12
"6141 Limbricht";4;6;6;6;6;6;6;7;7;6;6;6
"6142 Einighausen";2;2;2;2;2;2;3;3;3;3;3;4
"6143 Guttecoven";1;1;1;1;1;1;2;1;1;1;1;1
"6151 Munstergeleen";19;18;19;19;22;22;24;24;24;25;25;24
"6153 Windraak";1;1;1;1;1;1;1;1;1;1;1;1
"6155 Puth";10;11;11;11;11;11;10;12;12;12;11;11
"6161 Centrum";17;18;19;19;19;19;22;27;27;27;30;28
"6162 Noord";4;7;6;6;7;7;5;5;5;5;6;6
"6163 Lindenheuvel";10;10;10;10;10;10;10;12;12;11;10;10
"6164 Zuid";10;9;10;10;9;9;10;11;13;14;16;17
"6165 Kluis";16;18;17;17;18;18;18;18;18;19;20;20
"6166 Oud-Geleen";12;13;14;14;15;15;13;13;14;14;16;17
"6167 Ind geb DSM/Graetheide";1;1;1;1;1;1;"";"";"";"";0;0
"6171 Stein";15;15;15;15;16;17;19;18;18;22;22;24
"6174 Sweikhuizen";2;2;2;2;2;2;2;2;2;2;3;3
"6176 Spaubeek";10;10;12;12;12;13;13;14;15;15;16;16
"6181 Elsloo";21;20;20;22;21;22;23;22;24;26;27;27
"6191 Beek";47;46;47;49;52;54;57;57;61;62;65;66
"6199 Maastricht-Airport";8;7;7;10;7;7;9;14;13;15;18;13
"6211 Binnenstad";38;38;38;39;39;39;38;39;40;41;41;40
"6212 Villapark/Jekerdal/St Pieter";30;31;31;32;37;36;38;38;38;40;41;43
"6213 Biesland/Campagne/Wolder";32;32;32;32;32;32;33;33;33;32;33;33
"6214 Mariaberg";3;3;3;3;3;3;3;3;3;4;4;4
"6215 Daalhof";12;14;16;17;18;18;18;18;18;19;21;23
"6216 Belfort/Pottenberg/Dousberg";5;5;5;5;6;6;6;6;7;7;8;8
"6217 Brusselseprt/Malpertuis/Caberg";9;9;9;8;8;8;8;9;11;11;11;12
"6218 Oud-Caberg/Malberg";13;14;14;14;14;14;14;15;15;16;18;18
"6219 Boschpoort/Bosscherveld";1;1;2;2;2;2;2;2;2;3;3;3
"6221 Akerpoort/St Maartenspoort/Wyck";38;38;36;35;37;38;38;38;38;38;39;36
"6222 Beatrixhaven/Nazareth/Meerssenhoven";11;11;11;11;11;10;10;11;10;9;10;10
"6223 Borgharen/Itteren";3;3;3;3;3;3;3;4;5;5;5;5
"6224 Wyckerpoort/Oostermaas";8;8;11;11;11;12;11;12;13;12;13;14
"6225 Amby";21;20;20;20;19;20;20;21;21;22;22;21
"6226 Scharn";13;15;17;16;16;16;18;22;24;24;24;24
"6227 Heer";13;13;13;13;13;13;12;12;11;14;13;13
"6228 De Heeg/Vroendaal";11;12;13;14;13;13;14;16;16;17;18;21
"6229 Randwyck/Heugem";13;13;14;15;39;39;38;39;40;40;41;43
"6231 Meerssen";40;39;40;40;44;45;46;43;42;42;41;38
"6235 Ulestraten";7;8;8;7;7;7;7;7;7;7;9;10
"6237 Moorveld";1;1;1;1;1;1;1;1;1;1;1;1
"6241 Bunde";16;17;17;17;17;17;19;20;26;25;25;25
"6243 Geulle";8;8;8;8;8;9;9;10;10;10;10;11
"6245 Eijsden";20;20;23;23;25;25;25;26;26;26;28;30
"6247 Gronsveld";10;10;10;10;10;11;12;12;13;14;14;15
"6251 Eckelrade";1;1;1;1;1;1;1;1;1;1;1;1
"6252 Eckelrade";"";"";"";"";"";"";"";"";"";"";1;1
"6255 Mheer/Noorbeek";4;4;4;5;6;6;6;6;7;7;7;7
"6261 Mheer";3;3;3;3;3;3;3;4;4;5;5;6
"6262 Banholt";3;3;3;2;2;2;2;2;2;2;2;2
"6265 St Geertruid";2;2;2;2;2;2;3;3;3;3;4;5
"6267 Cadier en Keer";18;18;19;20;20;21;21;21;22;21;21;21
"6268 Bemelen";1;1;1;1;1;1;1;1;1;1;1;1
"6269 Margraten";15;15;15;15;16;15;17;18;18;18;18;18
"6271 Gulpen";9;9;9;8;8;8;8;8;8;8;9;10
"6273 Ingber/De Hut";2;2;2;2;2;2;2;2;2;2;2;2
"6274 Reijmerstok";2;2;2;3;3;2;2;2;2;3;5;5
"6276 Heijenrade";1;1;1;1;1;2;2;2;3;3;3;3
"6277 Slenaken";4;4;4;4;4;4;4;4;5;5;5;7
"6278 Beutenaken";2;2;2;2;2;2;2;2;2;2;2;2
"6281 Mechelen";4;4;4;4;4;4;5;5;5;6;6;6
"6285 Epen";2;2;2;2;2;2;2;2;2;2;3;3
"6286 Wittem";5;5;5;5;6;6;6;6;6;7;7;7
"6287 Eys";3;3;3;3;4;4;4;4;4;4;4;4
"6289 Elkenrade";"";"";"";"";0;0;0;0;0;0;0;0
"6291 Vaals";11;11;11;11;11;11;12;12;13;14;14;15
"6294 Vijlen";4;4;4;4;5;5;5;5;5;5;5;5
"6295 Lemiers";3;3;3;3;3;3;4;4;4;4;4;4
"6301 Valkenburg ad Geul";34;35;37;37;39;42;44;44;44;44;44;47
"6305 Schin op Geul";9;9;9;10;10;10;10;10;11;11;11;11
"6307 Scheulder";1;1;1;1;1;1;1;1;1;1;1;1
"6311 Ransdaal";0;0;0;0;0;0;0;0;0;0;0;0
"6312 Ransdaal";1;1;1;1;1;1;1;1;1;1;1;1
"6321 Wijlre";5;6;6;6;6;6;6;6;6;7;8;8
"6325 Berg en Terblijt";19;19;19;19;19;20;21;22;21;20;21;22
"6333 Schimmert";17;18;18;19;19;19;20;20;21;21;22;24
"6336 Hulsberg";12;13;12;12;12;12;14;13;12;15;15;15
"6341 Walem";"";"";"";"";"";"";"";"";"";"";"";""
"6342 Walem";2;2;2;2;2;2;2;2;2;2;2;2
"6343 Klimmen";17;17;17;18;18;18;19;19;19;18;18;17
"6351 Bocholtz";6;7;7;8;8;8;8;9;9;10;12;12
"6353 Baneheide";1;1;1;1;1;1;1;1;1;1;1;1
"6361 Nuth";24;25;24;25;26;28;27;26;27;27;27;26
"6363 Wijnandsrade";5;5;5;6;6;6;5;5;5;5;5;5
"6365 Schinnen";15;15;16;15;15;16;20;20;20;20;19;19
"6367 Voerendaal";19;20;21;21;23;25;26;26;26;30;30;31
"6369 Simpelveld";12;12;13;14;14;13;14;16;16;16;16;17
"6371 Schaesberg-N/Kakert";14;14;15;15;15;17;18;18;20;20;20;20
"6372 Schaesberg-Z/Eikske";16;16;16;18;18;18;17;18;18;19;21;24
"6373 Nieuwenhagen";17;19;20;22;22;22;22;23;25;29;29;29
"6374 Ubach over Worms";15;15;16;16;17;18;21;21;22;23;28;28
"6411 Stad-Z/Welten";48;46;45;45;45;43;43;43;43;43;41;42
"6412 Stad-N";23;21;24;26;24;25;28;25;24;24;24;28
"6413 Beersdal";13;13;14;15;17;17;17;18;19;19;20;21
"6414 Heerlerheide";6;7;7;7;5;5;5;5;5;5;6;7
"6415 Meezenbroek";7;7;7;7;7;7;7;7;7;7;8;7
"6416 Molenberg";17;16;16;16;16;18;19;18;18;19;19;19
"6417 De Hees";15;17;17;17;18;19;19;20;21;21;22;22
"6418 Heerlerbaan";12;12;12;13;13;15;16;18;19;22;23;24
"6419 Welten";19;19;20;20;19;19;18;18;19;19;19;18
"6421 Treebeek-zuid";"";"";"";"";"";"";"";"";"";"";"";""
"6422 Beitel";6;6;6;6;6;6;7;7;6;7;8;7
"6431 Hoensbroek";12;12;12;14;14;14;16;17;18;19;19;21
"6432 Maria Gewanden/Terschuren";8;8;10;10;10;10;9;10;10;10;11;12
"6433 Nieuw Lotbroek";10;11;9;9;9;9;11;18;18;22;20;19
"6436 Amstenrade/Hommerft";6;6;6;6;7;7;7;7;7;8;8;9
"6438 Oirsbeek";10;11;12;12;12;11;11;12;13;13;14;15
"6439 Doenrade";3;3;3;3;3;4;4;4;5;5;5;6
"6441 NW I/IV";13;13;13;14;16;18;18;18;18;18;18;18
"6442 NO/Bouwber";3;3;3;3;3;3;3;2;2;2;2;2
"6443 ZO/NW III/ZW II/Haansberg-O";2;2;2;2;4;4;5;6;6;8;8;9
"6444 NW II/ZW I/Haansberg-W";11;11;11;11;13;13;14;14;14;14;14;14
"6445 ZO/NW III/ZW II/Haansberg-O";2;3;3;3;3;5;5;5;5;7;7;7
"6446 Treebeek";7;7;7;8;9;9;10;9;12;13;16;17
"6447 Merkelbeek";5;6;6;8;8;8;9;9;9;9;9;9
"6451 Schinveld";8;8;8;10;11;11;11;12;12;12;12;12
"6454 Jabeek";3;3;3;3;3;3;3;3;3;4;4;4
"6456 Bingelrade";3;3;3;3;3;3;3;3;3;3;3;3
"6461 Centrum/Holz";13;13;13;12;12;12;13;13;16;15;15;17
"6462 Nulland/Bleijerheide";2;3;3;4;6;7;11;11;12;12;15;16
"6463 Erenstein/Rolduckerveld/Vink/Chevremont";7;7;8;8;8;9;9;9;9;9;11;11
"6464 Haanrade";9;10;8;8;9;11;11;12;13;16;16;16
"6465 Gracht";1;1;1;0;0;0;0;0;0;0;0;0
"6466 West";9;10;10;11;11;11;12;13;14;14;16;17
"6467 Terwinselen";10;10;10;10;10;10;10;12;12;11;11;11
"6468 Dentgenbach";3;3;3;2;2;2;2;2;2;2;3;3
"6469 Hopel";"";"";"";"";"";0;0;0;0;0;0;0
"6471 Eijgelshoven";1;1;2;2;2;2;2;2;2;3;3;4
"6511 Centrum/Benedenstad";21;20;21;22;23;22;22;22;21;22;24;22
"6512 Bottendaal";4;3;3;3;3;3;3;2;1;1;1;2
"6515 Waalsprong";26;29;29;30;30;34;37;35;37;39;40;41
"6521 Altrade";13;14;14;14;15;15;15;15;15;16;17;19
"6522 Hunnerberg/Ooijse Schependom";29;29;30;31;31;30;31;32;34;34;35;36
"6523 Hengstdal/Kwakkenberg";32;33;35;34;34;35;36;35;38;42;42;40
"6524 Galgenveld";30;31;31;32;33;34;35;37;37;39;41;41
"6525 St Anna/Heyendaal/Groenewoud/Brakkenstein";35;34;33;34;34;35;36;36;36;36;36;36
"6531 Nije Veld/Hazenkamp";11;11;13;13;14;14;15;15;15;15;16;15
"6532 Goffert";10;13;13;12;11;12;21;22;23;16;18;15
"6533 Hatertse Hei/Grootstal";11;12;13;13;13;14;14;17;19;20;20;19
"6534 Goffert";8;6;8;9;9;11;10;10;13;16;15;14
"6535 Hatert";3;3;3;3;3;3;3;3;4;4;5;5
"6536 Weezenhof";7;7;7;8;8;9;9;9;13;13;11;11
"6537 Tolhuis/Meijhorst/Aldenhof/Staddijk";7;8;8;9;9;9;11;11;11;11;13;12
"6538 Zwanenveld/Lankforst/Malvert";15;16;15;15;16;15;16;16;16;17;15;15
"6541 Biezen/Haven";34;34;34;34;32;30;31;33;35;36;37;35
"6542 Wolfskuil/Hees";5;5;6;7;8;8;8;9;10;10;10;11
"6543 Heseveld";12;12;12;12;12;13;16;17;18;19;18;20
"6544 Neerbosch";2;2;3;3;3;3;3;3;3;4;4;4
"6545 Lindenholt/Kamp/Neerbosch";20;21;22;24;24;24;24;24;24;25;25;23
"6546 Lindenholt/Bijsterhuizen";21;24;26;27;28;27;27;27;28;28;29;28
"6551 Beuningen";9;8;8;9;11;12;12;12;12;13;14;14
"6561 Noord";21;23;23;23;23;25;26;25;24;24;23;23
"6562 Broesbeek/Breedeweg/Horst";25;27;30;29;30;31;31;31;35;35;40;41
"6564 Heilig Landstichting";14;13;12;12;12;12;12;12;12;12;12;12
"6566 Millingen aan de Rijn";8;10;10;11;11;13;14;15;16;17;16;16
"6571 Nijerf/Berg en Dal";11;11;11;11;11;11;12;12;12;11;12;12
"6572 Berg en Dal (ged)";3;3;3;3;3;3;3;3;3;3;3;3
"6573 Beek";14;16;16;16;18;19;19;20;20;22;22;21
"6574 Ubbergen";11;11;12;12;12;13;13;13;14;14;14;14
"6575 Persingen";1;1;1;1;1;1;1;1;1;1;1;1
"6576 Ooij";7;7;7;7;7;8;8;8;8;10;10;12
"6577 Erlecom";0;0;0;0;0;0;0;0;0;0;0;0
"6578 Leuth";0;0;0;1;1;1;1;1;1;2;2;2
"6579 Kekerdom";2;2;2;2;2;2;2;2;3;2;2;2
"6581 Malden";41;40;41;43;45;47;47;48;49;53;55;57
"6582 Heumen";5;5;6;6;6;6;6;6;5;7;8;8
"6584 Molenhoek";17;19;19;19;18;20;21;21;22;25;28;29
"6585 Mook";10;9;11;11;11;14;15;17;19;24;24;26
"6586 Plasmolen";2;2;2;2;2;3;3;3;3;3;3;3
"6587 Middelaar";2;2;2;2;2;2;2;3;3;3;3;3
"6591 Gennep";11;10;11;12;11;11;13;14;14;14;15;16
"6595 Ottersum";7;7;7;7;7;6;6;6;6;6;6;6
"6596 Milsbeek";12;12;12;12;13;14;17;17;20;20;21;20
"6598 Heijen";10;11;11;11;12;13;14;14;14;14;14;13
"6599 Ven-Zelderheide";6;6;6;6;6;6;6;6;6;6;8;8
"6601 Wijchen-NO/Bergharen";16;16;16;16;16;16;17;18;19;19;19;22
"6602 Centrum/Aalsburg";24;24;25;26;27;27;29;30;34;35;36;35
"6603 Alverna";19;22;22;22;22;21;21;22;23;23;25;26
"6604 Woezik";33;35;37;37;38;38;39;38;37;40;41;41
"6605 Zuid/Woord";22;22;23;22;23;25;28;29;31;31;34;34
"6606 Niftrik";1;1;1;1;1;1;1;1;1;1;1;1
"6611 Overasselt";13;15;15;15;15;15;17;17;18;18;18;17
"6612 Nederasselt";1;1;1;1;1;1;1;1;1;1;1;1
"6613 Balgoy";1;1;1;2;2;2;3;3;3;3;3;4
"6615 Leur";"";"";0;0;0;0;0;0;0;0;0;0
"6616 Hernen";4;4;4;4;4;5;5;5;6;6;6;6
"6617 Bergharen";3;3;3;3;3;4;4;5;5;5;5;5
"6621 Dreumel";14;15;15;14;14;14;14;14;15;16;17;17
"6624 Heerewaarden";4;3;3;3;3;4;4;4;4;4;4;4
"6626 Alphen";7;7;7;7;7;8;8;8;11;11;11;11
"6627 Maasbommel";5;5;5;5;5;6;5;5;5;5;5;5
"6628 Altforst";3;3;3;3;3;4;4;4;4;3;3;2
"6629 Appeltern";4;4;4;4;5;5;6;6;6;6;6;7
"6631 Horssen";9;10;10;10;12;12;13;13;12;13;12;12
"6634 Batenburg";4;4;4;3;3;4;4;4;4;4;4;3
"6641 Beuningen";40;41;44;44;43;42;42;44;47;47;51;52
"6642 Beuningen-polder";26;28;29;29;29;30;29;29;30;32;33;34
"6644 Ewijk";12;12;13;14;15;16;16;16;17;16;16;16
"6645 Winssen";12;12;13;14;14;12;12;12;12;12;12;12
"6651 Druten";31;31;32;33;35;36;38;39;40;42;43;43
"6652 Druten, uitbreiding De Bouwing";4;5;7;7;9;9;9;9;10;10;10;12
"6653 Deest";3;3;3;3;4;4;5;5;5;5;6;7
"6654 Afferden";5;5;5;5;5;5;5;5;5;6;7;8
"6655 Puiflijk";5;5;5;5;6;7;7;7;6;6;6;6
"6657 Boven-Leeuwen";14;14;15;15;15;15;15;15;16;16;16;15
"6658 Beneden-Leeuwen";24;23;24;23;24;24;23;25;26;27;28;26
"6659 Wamel";10;10;10;11;11;11;13;12;12;13;15;15
"6661 Elst-N";32;34;36;36;38;39;41;41;44;44;46;48
"6662 Elst-Z";65;67;67;67;64;64;63;64;66;69;72;68
"6663 Lent";36;36;36;38;39;44;45;46;48;47;49;48
"6665 Driel";16;17;16;16;19;19;21;22;22;22;22;23
"6666 Heteren";148;145;143;136;135;137;131;132;130;127;117;107
"6668 Randwijk";3;3;4;4;4;4;4;4;5;5;5;6
"6669 Dodewaard";21;21;20;19;20;22;22;22;22;21;21;22
"6671 Zetten";21;21;22;22;21;24;24;24;26;27;28;28
"6672 Hemmen";0;0;0;0;0;0;0;0;0;0;0;0
"6673 Andelst";29;29;30;29;29;29;31;29;28;28;29;25
"6674 Herveld";8;8;10;10;10;11;11;12;14;15;16;16
"6675 Valburg";11;11;11;11;11;11;11;11;11;11;12;11
"6676 Homoet";0;0;0;0;0;0;0;0;0;0;0;0
"6677 Slijk-Ewijk";1;1;1;1;1;1;1;1;1;1;1;1
"6678 Oosterhout";7;7;9;9;9;9;10;10;11;11;11;12
"6681 Bemmel";64;66;66;67;67;67;71;70;71;72;75;79
"6684 Ressen";2;2;2;2;2;2;2;2;2;2;2;2
"6685 Haalderen";6;6;6;6;6;6;6;6;6;7;7;7
"6686 Doornenburg";9;9;9;8;8;8;9;9;9;9;10;12
"6687 Angeren";11;12;12;12;13;13;15;15;15;15;16;17
"6691 Gendt";29;30;31;32;32;32;32;33;31;33;32;35
"6701 Oude Stad";16;17;17;18;17;19;19;19;19;19;18;17
"6702 West";6;6;6;6;6;6;6;6;7;7;8;7
"6703 Buitenwijken-O";21;21;20;20;20;19;20;20;20;21;23;23
"6704 Hoog";4;4;4;4;4;5;5;5;5;5;6;6
"6705 Hoog";13;14;14;14;14;14;14;14;14;15;15;16
"6706 Buitenwijken NO";6;6;7;8;9;9;10;11;12;12;13;14
"6707 Buitenwijken N";2;2;2;2;2;2;2;2;4;4;6;6
"6708 Noordwest";29;29;32;33;34;34;34;35;34;33;34;34
"6709 Het Binnenveld";4;4;5;5;5;6;6;8;8;8;9;16
"6711 Oost";54;53;53;56;59;61;64;65;64;65;69;70
"6712 Zeehelden-/Indische brt";14;15;16;17;18;19;18;19;18;18;19;17
"6713 Vogelbloemwijk";23;23;24;24;24;26;28;30;29;30;30;30
"6714 Steinwijk";10;10;10;10;10;10;10;11;11;13;13;13
"6715 Veldbeekwijk";15;15;15;15;15;15;18;20;21;23;23;23
"6716 Frankeneng";83;82;80;82;82;79;75;77;78;76;78;83
"6717 Reehorst";55;55;57;58;59;59;57;57;58;62;63;66
"6718 Bosrand";53;50;50;49;52;52;62;63;59;57;62;63
"6721 Bennekom";66;69;73;76;79;82;82;82;82;85;85;88
"6731 Otterlo";13;13;12;13;13;14;16;17;19;19;19;18
"6732 Harskamp";16;16;18;18;20;20;20;19;19;20;22;21
"6733 Wekerom";14;14;14;14;14;14;15;16;18;18;19;17
"6741 Lunteren";60;63;68;71;73;75;81;82;85;91;97;101
"6744 Ederveen";35;36;36;36;35;35;34;34;34;32;29;34
"6745 De Klomp";5;6;6;6;6;6;6;5;5;5;4;5
"6811 Centrum";20;20;20;20;22;24;25;27;29;30;30;31
"6812 Lombok/Klingelbeek";11;12;13;14;13;13;13;13;15;17;18;18
"6813 Hoogkamp/Heijenoord/Het Dorp";28;28;28;29;29;29;30;31;32;31;34;32
"6814 Burgemeesterwijk";44;44;44;45;45;45;46;47;47;48;49;50
"6815 Alteveer-Cranevelt";12;13;13;14;15;14;14;14;15;15;15;14
"6816 Schaarsbergen";25;25;26;26;26;26;28;27;28;28;27;25
"6821 St Marten/Alteveer/Cranevelt";10;11;11;11;11;10;10;10;10;12;14;14
"6822 Klarendal";14;14;14;14;14;15;15;14;15;15;16;16
"6823 Geitenkamp/Monnikenhuizen";7;8;9;8;8;8;7;7;6;7;7;8
"6824 Velperweg";32;33;33;34;33;34;36;38;39;39;40;43
"6825 Presikhaaf-O";8;8;8;9;9;8;7;6;7;7;9;9
"6826 Presikhaaf-W";6;7;7;8;9;12;16;16;17;18;19;19
"6827 Broek";23;22;23;23;22;22;21;21;21;19;18;16
"6828 Spijkerkw/Broek";20;20;20;20;21;21;21;25;27;29;27;28
"6831 Overmaat/Kronenburg";3;3;3;3;4;4;5;6;8;8;9;10
"6832 Immerloo I/Eimersweide";1;1;2;2;2;4;5;7;9;9;8;8
"6833 Groene Weide/Kamillehof/Bakenhof";22;23;27;26;26;29;36;38;40;35;33;28
"6834 't Duifje/Immerloo II";3;3;3;3;3;3;2;2;2;2;2;2
"6835 Holthuizen/Vredenburg";6;6;6;6;6;7;9;10;10;10;12;12
"6836 Rijkerswoerd";42;40;43;44;46;46;46;49;52;52;53;57
"6841 Meinerswijk/Malburgen-W";5;5;5;6;6;6;7;7;7;6;6;6
"6842 Elden";16;17;17;18;18;18;18;18;19;20;21;21
"6843 Elderveld";9;9;9;10;12;14;15;16;17;18;20;19
"6844 De Laar-W";8;7;7;7;7;7;7;7;7;8;9;9
"6845 De Laar-O";6;5;5;6;6;7;8;8;7;7;6;6
"6846 Schuytgraaf";39;43;43;43;44;43;44;46;47;48;50;50
"6851 Huissen";43;43;44;43;47;48;47;49;53;57;56;58
"6852 Zilverkamp";24;24;26;26;26;26;26;25;25;26;29;30
"6861 Oosterbeek-N";32;35;34;37;37;37;40;42;44;44;43;45
"6862 Oosterbeek-Z";39;40;39;41;42;44;46;45;48;49;51;55
"6865 Doorwerth";19;23;26;26;26;26;26;26;27;28;27;27
"6866 Heelsum";10;11;12;12;13;14;15;16;16;15;16;16
"6869 Heveadorp";6;7;7;7;7;8;8;8;8;8;10;10
"6871 Renkum";25;26;28;28;29;33;34;33;36;40;42;41
"6874 Wolfheze";9;9;10;10;10;10;10;10;11;11;11;11
"6877 Deelen";0;0;0;0;0;0;0;0;0;0;0;0
"6881 Velp-N";56;58;59;60;61;63;64;68;71;71;73;77
"6882 Velp-Z (beneden spoorlijn)";7;8;9;9;9;10;12;13;13;13;13;13
"6883 Velp-Z";24;24;23;22;23;24;26;28;28;28;29;28
"6891 Rozendaal";18;18;18;19;21;22;23;24;25;26;27;30
"6901 Centrum";19;19;20;19;19;19;19;20;22;22;23;23
"6902 Hengelder/Tatelaar";17;17;18;19;19;20;19;19;20;21;22;21
"6903 Broek/Stegeslag/Lentemorgen";23;21;21;25;25;28;31;31;34;34;34;33
"6904 Methen/Zonnemaat";5;5;5;5;4;5;6;8;9;11;13;14
"6905 Zuidspoor/Oud-Zevenaar/Ooij";21;22;22;24;25;25;26;26;27;27;28;25
"6909 Babberich";7;8;8;8;8;8;8;8;8;8;8;6
"6911 Pannerden";2;2;2;2;2;2;2;2;2;2;2;2
"6913 Aerdt";5;5;5;5;5;5;5;5;5;5;4;4
"6914 Herwen";3;3;3;3;3;3;3;3;3;3;3;3
"6915 Lobith";7;7;7;7;7;8;8;7;5;5;5;4
"6916 Tolkamer";6;6;5;5;6;7;7;7;8;9;9;9
"6917 Spijk";3;3;4;4;4;5;5;5;5;5;5;5
"6921 Duiven";105;108;108;108;106;109;106;104;100;101;100;104
"6922 Verspr. h. Loo";21;21;20;20;22;23;22;22;23;25;27;30
"6923 Groessen";19;20;20;20;21;21;20;21;21;21;21;22
"6924 Loo";7;8;8;8;8;8;8;8;8;8;8;9
"6931 Oude Kern/Broeklanden";18;19;20;20;22;23;24;24;25;26;26;26
"6932 Zuidspoor/Oud-Zevenaar/Ooij";9;8;8;8;10;10;11;11;13;14;14;16
"6941 Noord/Loil";7;8;10;11;12;13;13;15;16;17;20;21
"6942 Zuid/Nieuw-Dijk";42;43;46;46;46;46;51;54;58;60;61;63
"6951 Dieren-N";9;9;11;14;14;15;15;15;15;15;16;17
"6952 Dieren-W";9;9;9;9;10;11;12;13;13;16;17;18
"6953 Dieren-Z";4;4;4;4;5;6;6;6;7;7;8;8
"6955 Ellecom";2;2;2;2;2;2;2;2;2;3;3;6
"6956 Spankeren";3;3;2;2;2;2;2;2;2;2;3;4
"6957 Laag-Soeren";1;2;2;2;3;4;4;4;3;4;4;4
"6961 Eerbeek";35;36;36;36;34;35;35;35;36;36;40;41
"6964 Hall";5;5;5;5;5;5;7;7;7;7;8;8
